u.nom_usuario;m.tit_musica;r.nota_avaliacao;r.data_avaliacao
[Aline Cardoso];[Broken Strings];5;2021-02-24
[Aline Cardoso];[Broken-Hearted Girl];10;2025-08-07
[Aline Cardoso];[Brown Eyes];6;2023-04-07
[Aline Cardoso];[Bu$hleaguer];5;2022-05-18
[Aline Cardoso];[Bubble Toes];5;2025-02-02
[Aline Cardoso];[Buckets of Rain];5;2023-07-26
[Aline Cardoso];[Buried Alive in the Blues];5;2022-08-23
[Aline Cardoso];[Burn This Disco Out];5;2022-08-20
[Aline Cardoso];[Burner];6;2021-07-24
[Aline Cardoso];[Burning Bridges];10;2023-04-23
[Aline Cardoso];[Burning Desire];5;2021-01-16
[Aline Cardoso];[Burning Up];5;2020-10-26
[Aline Cardoso];[Busy Being Fabulous];8;2025-09-25
[Aline Cardoso];[But Julian];5;2024-10-24
[Aline Cardoso];[By the Way];6;2024-05-02
[Aline Cardoso];[Bye and Bye];5;2021-05-29
[Aline Cardoso];[C'mon And Love Me];9;2025-07-07
[Aline Cardoso];[Cabaret];10;2024-03-22
[Aline Cardoso];[Calling All Angels];8;2024-08-14
[Aline Cardoso];[Calling All Girls];5;2020-11-09
[Aline Cardoso];[Can We Find A Reason?];9;2022-03-06
[Aline Cardoso];[Can't Find My Way];5;2024-08-14
[Aline Cardoso];[Can't Get There from Here];5;2024-08-24
[Aline Cardoso];[Can't Get You Off My Mind];5;2021-05-12
[Aline Cardoso];[Can't Stop Loving You];6;2022-09-24
[Aline Cardoso];[Can't Stop Now];5;2021-03-17
[Aline Cardoso];[Can't Take That Away (Mariah's Theme)];5;2023-02-17
[Aline Cardoso];[Can't Tell Me Nothing];5;2023-09-12
[Aline Cardoso];[Can't Turn Back The Years];5;2023-05-19
[Aline Cardoso];[Can't Wait];5;2021-08-29
[Aline Cardoso];[Can't We Be Friends?];9;2025-01-26
[Aline Cardoso];[Candy Shop];6;2025-10-09
[Aline Cardoso];[Candyman];7;2023-08-08
[Aline Cardoso];[Capim];9;2022-09-23
[Aline Cardoso];[Careful Where You Stand];10;2022-05-02
[Aline Cardoso];[Caribbean Blue];5;2022-05-21
[Aline Cardoso];[Carnaval];5;2023-02-04
[Aline Cardoso];[Catapult];5;2022-07-27
[Aline Cardoso];[Catch Me];7;2024-08-03
[Aline Cardoso];[Cedars of Lebanon];8;2021-09-19
[Aline Cardoso];[Celebration];7;2025-02-09
[Aline Cardoso];[Chain Reaction];9;2023-08-26
[Aline Cardoso];[Champion];5;2020-08-14
[Aline Cardoso];[Chant Down Babylon];8;2022-12-18
[Aline Cardoso];[Chapter 24];5;2023-09-28
[Aline Cardoso];[Charlie];5;2020-10-14
[Aline Cardoso];[Charlie Brown];7;2024-10-24
[Aline Cardoso];[Chega De Saudade];5;2024-02-13
[Aline Cardoso];[Chega de Saudade];5;2025-10-12
[Aline Cardoso];[Cherish];6;2025-03-22
[Aline Cardoso];[Childhood's End];5;2021-03-07
[Aline Cardoso];[Children of the Damned];5;2025-09-06
[Aline Cardoso];[Choose Your Battles];5;2021-04-19
[Aline Cardoso];[Christine Sixteen];10;2021-04-16
[Aline Cardoso];[Christmas In New Orleans];7;2024-09-27
[Aline Cardoso];[Christmas Lights];5;2022-05-28
[Aline Cardoso];[Christmas Secrets];5;2025-10-16
[Aline Cardoso];[Cinnamon Girl];8;2022-05-20
[Aline Cardoso];[Citizen of the Planet];10;2021-12-02
[Aline Cardoso];[City Kids];5;2023-12-11
[Aline Cardoso];[Civil War];7;2022-09-01
[Aline Cardoso];[Climbing Up the Walls];5;2020-09-25
[Aline Cardoso];[Clique];10;2022-04-03
[Aline Cardoso];[Clocks];7;2024-07-02
[Aline Cardoso];[Cloudburst];10;2025-06-18
[Aline Cardoso];[Code Of Honor];5;2022-11-03
[Aline Cardoso];[Codex];5;2023-11-11
[Aline Cardoso];[Coffee Shop];6;2023-09-13
[Aline Cardoso];[Coke Babies];5;2024-02-07
[Aline Cardoso];[Cold Gin];5;2025-06-08
[Aline Cardoso];[Cold Shoulder];5;2020-08-21
[Aline Cardoso];[Coldest Winter];5;2023-09-04
[Aline Cardoso];[Columbia];5;2020-11-20
[Aline Cardoso];[Comatose];10;2022-04-12
[Aline Cardoso];[Come And Get It];5;2023-11-23
[Aline Cardoso];[Come Back];6;2021-10-08
[Aline Cardoso];[Come Rain or Come Shine];6;2022-09-08
[Aline Cardoso];[Come To Mama];9;2022-01-21
[Aline Cardoso];[Coming Back to Life];5;2021-07-20
[Aline Cardoso];[Coming In From The Cold];9;2025-12-04
[Aline Cardoso];[Communication Breakdown];5;2022-09-24
[Aline Cardoso];[Como Estais Amigos];5;2022-12-29
[Aline Cardoso];[Congo];5;2024-10-14
[Aline Cardoso];[Consideration];5;2025-09-15
[Aline Cardoso];[Cool Cat];10;2022-07-02
[Aline Cardoso];[Copperline];8;2022-01-21
[Aline Cardoso];[Corazon Espinado];5;2021-02-01
[Aline Cardoso];[Corduroy];8;2023-09-26
[Aline Cardoso];[Could You Be Loved];5;2021-01-22
[Aline Cardoso];[Country Road];10;2021-06-05
[Aline Cardoso];[Crack Music];5;2023-01-25
[Aline Cardoso];[Crash Landing];5;2022-02-07
[Aline Cardoso];[Crazy];5;2023-02-12
[Aline Cardoso];[Crazy Babies];10;2020-07-31
[Aline Cardoso];[Crazy Crazy Nights];7;2021-08-26
[Aline Cardoso];[Crazy Mary];5;2024-04-03
[Aline Cardoso];[Crazy in Love];7;2021-07-02
[Aline Cardoso];[Cretin Hop];5;2024-05-17
[Aline Cardoso];[Cruiser];5;2023-01-04
[Aline Cardoso];[Cruz];5;2024-07-14
[Aline Cardoso];[Cry Baby];6;2025-05-06
[Aline Cardoso];[Cryin'];9;2022-03-26
[Aline Cardoso];[Crying in the Chapel];5;2022-01-11
[Aline Cardoso];[Crying in the Rain];5;2021-09-27
[Aline Cardoso];[Crystal Ball];9;2024-06-09
[Aline Cardoso];[Cure];6;2022-10-07
[Aline Cardoso];[Custard Pie];9;2023-04-30
[Aline Cardoso];[Cyanide];5;2022-06-15
[Aline Cardoso];[D j  Vu];5;2026-01-03
[Aline Cardoso];[D'yer Mak'er];9;2025-05-27
[Aline Cardoso];[DJ Culture];8;2022-07-06
[Aline Cardoso];[Damage Case];6;2026-01-05
[Aline Cardoso];[Damned];10;2025-02-24
[Aline Cardoso];[Dance];5;2020-09-05
[Aline Cardoso];[Dance Into The Light];5;2023-04-03
[Aline Cardoso];[Dance on a Volcano];10;2020-10-11
[Aline Cardoso];[Dancing Days];5;2024-04-25
[Aline Cardoso];[Dancing Queen];5;2023-10-04
[Aline Cardoso];[Dancing on the Ceiling];6;2024-06-03
[Aline Cardoso];[Danger];6;2021-01-23
[Aline Cardoso];[Dani California];7;2022-06-15
[Aline Cardoso];[Dark Cell];5;2023-03-28
[Aline Cardoso];[Dark Horse];6;2021-07-23
[Aline Cardoso];[Darlene];5;2023-03-22
[Aline Cardoso];[Darlin];7;2025-09-08
[Aline Cardoso];[Daughter];6;2021-07-22
[Aline Cardoso];[Daydreamer];10;2025-02-09
[Aline Cardoso];[Daylight];5;2023-04-23
[Aline Cardoso];[Deaf Forever];5;2022-11-08
[Aline Cardoso];[Dear Friends];7;2022-04-18
[Aline Cardoso];[Dear Landlord];5;2026-01-06
[Aline Cardoso];[Deep];5;2022-07-14
[Aline Cardoso];[Deireadh An Tuath];6;2024-05-25
[Aline Cardoso];[Deora Ar Mo Chro ];6;2024-06-08
[Aline Cardoso];[Desperado];5;2024-09-05
[Aline Cardoso];[Detroit Rock City];5;2020-08-01
[Aline Cardoso];[Deuces Are Wild];6;2024-12-06
[Aline Cardoso];[Devil in Disguise];5;2024-11-28
[Aline Cardoso];[Devil's Daughter (Holy War)];6;2024-07-09
[Aline Cardoso];[Diamond Heart];5;2024-12-05
[Aline Cardoso];[Diary];9;2025-12-16
[Aline Cardoso];[Did You See Me Coming?];5;2025-08-16
[Aline Cardoso];[Didn't We Almost Have It All];5;2022-09-19
[Aline Cardoso];[Die With Your Boots On];5;2024-02-04
[Aline Cardoso];[Digsy's Dinner];5;2024-05-09
[Aline Cardoso];[Dirrty];10;2025-01-07
[Aline Cardoso];[Dirt Road Blues];5;2020-11-16
[Aline Cardoso];[Dirty Deeds Done Dirt Cheap];5;2020-11-18
[Aline Cardoso];[Disappear];10;2022-11-18
[Aline Cardoso];[Disco Heaven];5;2021-09-23
[Aline Cardoso];[Disco Inferno];8;2024-04-10
[Aline Cardoso];[Discotheque];5;2022-06-23
[Aline Cardoso];[Disturbed];5;2022-09-12
[Aline Cardoso];[Disturbia];8;2025-08-15
[Aline Cardoso];[Diva];7;2020-09-16
[Aline Cardoso];[Do You Remember];10;2025-06-04
[Aline Cardoso];[Dog Eat Dog];9;2024-07-31
[Aline Cardoso];[Dogs of War];9;2022-08-16
[Aline Cardoso];[Dollars & Cents];9;2025-01-23
[Aline Cardoso];[Dolly Dagger];6;2025-02-03
[Aline Cardoso];[Don't Answer The Door];10;2024-12-09
[Aline Cardoso];[Don't Be Cruel];6;2025-09-12
[Aline Cardoso];[Don't Come Close];7;2025-02-28
[Aline Cardoso];[Don't Cry (original)];5;2023-09-25
[Aline Cardoso];[Don't Cry Daddy];7;2022-11-29
[Aline Cardoso];[Don't Damn Me];8;2022-02-22
[Aline Cardoso];[Don't Forget];7;2024-09-07
[Aline Cardoso];[Don't Forget Me];7;2021-09-27
[Aline Cardoso];[Don't Forget To Remember];7;2024-03-05
[Aline Cardoso];[Don't Leave Me Now];5;2023-06-29
[Aline Cardoso];[Don't Let Him Steal Your Heart Away];6;2025-11-15
[Aline Cardoso];[Don't Let Me Be Lonely Tonight];6;2023-02-23
[Aline Cardoso];[Don't Lose My Number];5;2020-12-18
[Aline Cardoso];[Don't Stop 'Til You Get Enough];5;2021-07-13
[Aline Cardoso];[Don't Stop Me Now];7;2023-12-21
[Aline Cardoso];[Don't Think Twice];5;2021-05-12
[Aline Cardoso];[Don't Try Suicide];8;2021-05-20
[Aline Cardoso];[Double Talkin' Jive];5;2021-05-10
[Aline Cardoso];[Down by the Seaside];5;2022-09-10
[Aline Cardoso];[Down on the Farm];5;2020-10-12
[Aline Cardoso];[Draw the Line];5;2021-11-28
[Aline Cardoso];[Dream of Mirrors];5;2025-02-18
[Aline Cardoso];[Dreamlover];5;2022-08-19
[Aline Cardoso];[Dreams Are More Precious];5;2023-05-24
[Aline Cardoso];[Dreams Be Dreams];7;2024-10-31
[Aline Cardoso];[Dress You Up];9;2022-01-20
[Aline Cardoso];[Drifter's Escape];9;2022-01-22
[Aline Cardoso];[Drink You Away];5;2021-03-06
[Aline Cardoso];[Drinking Again];5;2025-09-30
[Aline Cardoso];[Drive-In Saturday];5;2022-11-25
[Aline Cardoso];[Drowning Man];5;2023-01-29
[Aline Cardoso];[Duncan];8;2023-08-03
[Aline Cardoso];[Duppy Conqueror];5;2025-05-01
[Aline Cardoso];[Dusk];8;2022-11-22
[Aline Cardoso];[Dyers Eve];5;2022-06-28
[Aline Cardoso];[Early Morning];7;2025-12-10
[Aline Cardoso];[Earth Blues];8;2022-09-24
[Aline Cardoso];[Earth Song];5;2024-10-13
[Aline Cardoso];[Easy Blues];5;2021-07-14
[Aline Cardoso];[Easy Lover];7;2021-12-09
[Aline Cardoso];[Eat the Rich];7;2022-12-30
[Aline Cardoso];[Ebb Tide];5;2022-01-27
[Aline Cardoso];[Ebb and Flow];5;2025-12-17
[Aline Cardoso];[Echoes];7;2024-01-29
[Aline Cardoso];[El Dorado];5;2022-06-18
[Aline Cardoso];[Elaine];10;2024-02-13
[Aline Cardoso];[Elderly Woman Behind the Counter in a Small Town];5;2025-11-20
[Aline Cardoso];[Electric Church Red House];5;2024-04-23
[Aline Cardoso];[Electrolite];10;2021-07-08
[Aline Cardoso];[Eleutheria];6;2025-11-18
[Aline Cardoso];[Elevation];7;2022-07-07
[Aline Cardoso];[Emotions];5;2021-10-23
[Aline Cardoso];[Empty Spaces];5;2021-03-03
[Aline Cardoso];[End of Time];9;2021-03-31
[Aline Cardoso];[Endgame];6;2022-02-21
[Aline Cardoso];[Endless Love];9;2024-03-29
[Aline Cardoso];[Enough To Be On Your Way];5;2020-11-25
[Aline Cardoso];[Entangled];5;2024-12-16
[Aline Cardoso];[Envy];8;2024-01-02
[Aline Cardoso];[Erotica];10;2021-01-23
[Aline Cardoso];[Estranged];8;2022-11-11
[Aline Cardoso];[Europa];5;2024-01-05
[Aline Cardoso];[Evacuation];5;2025-12-17
[Aline Cardoso];[Evening Falls];6;2020-12-19
[Aline Cardoso];[Everybody Hurts];8;2024-09-10
[Aline Cardoso];[Everybody's Broken];5;2024-04-14
[Aline Cardoso];[Everything I Am];8;2021-02-23
[Aline Cardoso];[Everything Is Broken];5;2021-01-13
[Aline Cardoso];[Everything in Its Right Place];8;2023-10-25
[Aline Cardoso];[Evil Ways];5;2021-12-28
[Aline Cardoso];[Exit];5;2021-09-06
[Aline Cardoso];[Expo];10;2021-05-22
[Aline Cardoso];[Fade In-Out];5;2024-09-28
[Aline Cardoso];[Fade To Black (Remastered)];5;2023-01-17
[Aline Cardoso];[Fade to Black];5;2022-05-17
[Aline Cardoso];[Fading];5;2020-09-04
[Aline Cardoso];[Faithfull];5;2022-01-20
[Aline Cardoso];[Fallen Embers];6;2025-04-21
[Aline Cardoso];[Falling Into You];5;2023-01-22
[Aline Cardoso];[Falling Over Me];5;2022-04-02
[Aline Cardoso];[Fame];7;2023-10-14
[Aline Cardoso];[Family Business];5;2022-07-05
[Aline Cardoso];[Family System];5;2021-08-01
[Aline Cardoso];[Famous];8;2023-07-20
[Aline Cardoso];[Fashion];5;2023-08-29
[Aline Cardoso];[Fast and Loose];5;2025-05-15
[Aline Cardoso];[Fat Old Sun];5;2025-12-14
[Aline Cardoso];[Faust Arp];5;2024-02-16
[Aline Cardoso];[Feedback];5;2023-12-13
[Aline Cardoso];[Feral];10;2023-08-21
[Aline Cardoso];[Fields Of Joy];5;2022-03-10
[Aline Cardoso];[Fighter];5;2021-04-26
[Aline Cardoso];[Fingerprints];5;2020-10-09
[Aline Cardoso];[Fire Bomb];8;2022-01-28
[Aline Cardoso];[Fire and Rain];7;2024-07-04
[Aline Cardoso];[Firehouse];6;2022-05-26
[Aline Cardoso];[First Blood];7;2020-08-03
[Aline Cardoso];[First Love];10;2025-11-13
[Aline Cardoso];[First of May];5;2022-12-23
[Aline Cardoso];[Flash];5;2025-12-10
[Aline Cardoso];[Flashing Lights];9;2021-10-02
[Aline Cardoso];[Flaws And All];7;2025-02-15
[Aline Cardoso];[Flower in the Sun];5;2024-06-09
[Aline Cardoso];[Floyd the Barber];9;2022-02-08
[Aline Cardoso];[Fly Away];5;2021-01-17
[Aline Cardoso];[Fly Away From Here];9;2024-04-02
[Aline Cardoso];[Fly Me to the Moon];7;2022-01-30
[Aline Cardoso];[Flying High Again];5;2024-03-15
[Aline Cardoso];[Follow Me Home];7;2022-05-02
[Aline Cardoso];[Follow You Follow Me];5;2023-06-24
[Aline Cardoso];[Foot Of The Mountain];5;2022-02-24
[Aline Cardoso];[For Love];6;2022-01-13
[Aline Cardoso];[For Whom the Bell Tolls];10;2025-10-08
[Aline Cardoso];[Forbidden Love];7;2024-01-23
[Aline Cardoso];[Forever Loving Jah];5;2022-10-21
[Aline Cardoso];[Forfeit];8;2023-04-03
[Aline Cardoso];[Formation];5;2024-06-03
[Aline Cardoso];[Four Sticks];5;2025-05-20
[Aline Cardoso];[Frantic];5;2021-04-13
[Aline Cardoso];[Freakum Dress];5;2021-11-04
[Aline Cardoso];[Freestyle 4];5;2023-04-03
[Aline Cardoso];[Friends];5;2023-05-05
[Aline Cardoso];[Friends Will Be Friends];5;2024-09-17
[Aline Cardoso];[From Here to Eternity];5;2025-08-15
[Aline Cardoso];[Frozen];5;2023-07-01
[Aline Cardoso];[Fuck Me Pumps];5;2021-12-15
[Aline Cardoso];[Fuel];5;2022-09-20
[Aline Cardoso];[Fussing and Fighting];5;2022-11-29
[Aline Cardoso];[Future Days];5;2024-08-19
[Aline Cardoso];[Futureal];10;2024-07-21
[Aline Cardoso];[G4L];5;2023-11-08
[Aline Cardoso];[Gagging Order];5;2022-09-08
[Aline Cardoso];[Gallows Pole];6;2022-12-06
[Aline Cardoso];[Gang Bang];5;2022-09-08
[Aline Cardoso];[Gangland];5;2020-10-17
[Aline Cardoso];[Garden];5;2021-04-15
[Aline Cardoso];[Garden of Eden];7;2022-03-24
[Aline Cardoso];[Get Em High];9;2025-09-05
[Aline Cardoso];[Get It While You Can];10;2024-11-29
[Aline Cardoso];[Get Together];8;2024-04-19
[Aline Cardoso];[Get Up];7;2023-07-28
[Aline Cardoso];[Get Your Filthy Hands Off My Desert];5;2025-04-28
[Aline Cardoso];[Get in the Ring];8;2025-10-31
[Aline Cardoso];[Get on Top];5;2023-11-24
[Aline Cardoso];[Get on the Floor];6;2025-10-17
[Aline Cardoso];[Getaway];7;2022-09-08
[Aline Cardoso];[Ghetto Woman];5;2023-08-28
[Aline Cardoso];[Ghost of the Navigator];9;2024-03-26
[Aline Cardoso];[Gimme Gimme Shock Treatment];5;2025-04-20
[Aline Cardoso];[Girl From the North Country];9;2025-07-27
[Aline Cardoso];[Girl Gone Wild];5;2026-01-15
[Aline Cardoso];[Girlfriend];5;2022-08-26
[Aline Cardoso];[Girls on Film];5;2022-07-03
[Aline Cardoso];[Give It Away];6;2021-09-21
[Aline Cardoso];[Give It a Try];10;2024-10-21
[Aline Cardoso];[Give Me Strength];5;2025-06-10
[Aline Cardoso];[Give Up the Ghost];5;2023-01-16
[Aline Cardoso];[Glam];7;2021-12-17
[Aline Cardoso];[Glasgow];8;2023-08-13
[Aline Cardoso];[Glass];5;2023-07-21
[Aline Cardoso];[Glass of Water];5;2022-03-16
[Aline Cardoso];[Go Down Moses];5;2023-10-10
[Aline Cardoso];[Go Let It Out];8;2024-11-30
[Aline Cardoso];[Go to Sleep];5;2021-04-28
[Aline Cardoso];[God Gave Rock 'N' Roll To You II];6;2022-11-11
[Aline Cardoso];[God Part II];8;2024-11-26
[Aline Cardoso];[God Put a Smile Upon Your Face];9;2022-11-09
[Aline Cardoso];[Gods & Monsters];5;2024-06-11
[Aline Cardoso];[Goin' Blind];5;2025-05-17
[Aline Cardoso];[Going];6;2022-11-23
[Aline Cardoso];[Golden Years];10;2023-06-09
[Aline Cardoso];[Gonna Get Caught];5;2023-03-17
[Aline Cardoso];[Good Company];5;2024-02-05
[Aline Cardoso];[Good Girl Gone Bad];9;2020-11-17
[Aline Cardoso];[Good Luck Charm];5;2023-06-17
[Aline Cardoso];[Good People];5;2024-02-07
[Aline Cardoso];[Goodbye Blue Sky];10;2022-03-09
[Aline Cardoso];[Goodbye Cruel World];6;2024-06-06
[Aline Cardoso];[Goodbye to Romance];5;2020-09-06
[Aline Cardoso];[Goodnight Lover];5;2021-07-18
[Aline Cardoso];[Gorgeous];6;2021-02-27
[Aline Cardoso];[Gospel Plow];6;2021-06-27
[Aline Cardoso];[Got Dynamite];5;2025-11-01
[Aline Cardoso];[Got To Be There];10;2023-07-18
[Aline Cardoso];[Got To Choose];5;2022-08-19
[Aline Cardoso];[Gotta Love It];10;2022-07-17
[Aline Cardoso];[Gotta Serve Somebody];5;2022-11-20
[Aline Cardoso];[Graceland];5;2025-05-12
[Aline Cardoso];[Green Eyes];5;2023-09-25
[Aline Cardoso];[Guilt Trip];5;2023-10-09
[Aline Cardoso];[Gumboots];10;2024-01-03
[Aline Cardoso];[Gypsy Eyes];7;2021-07-26
[Aline Cardoso];[Hair];5;2022-06-15
[Aline Cardoso];[Half Moon];10;2021-09-13
[Aline Cardoso];[Half the World Away];5;2021-05-20
[Aline Cardoso];[Hallo Spaceboy];10;2024-06-22
[Aline Cardoso];[Hallucinate];5;2021-03-09
[Aline Cardoso];[Hamburg Song];6;2022-07-06
[Aline Cardoso];[Hand in Hand];5;2021-04-05
[Aline Cardoso];[Handbags & Gladrags];5;2025-11-04
[Aline Cardoso];[Hands On];5;2022-02-11
[Aline Cardoso];[Hang Tough];5;2025-08-05
[Aline Cardoso];[Hangman Jury];5;2023-03-13
[Aline Cardoso];[Happy New Year];5;2023-02-10
[Aline Cardoso];[Hard];5;2021-07-16
[Aline Cardoso];[Hard Luck Woman];5;2025-06-28
[Aline Cardoso];[Hard as a Rock];5;2023-10-01
[Aline Cardoso];[Harlem's Nocturne];5;2021-01-10
[Aline Cardoso];[Harvester of Sorrow];8;2023-08-31
[Aline Cardoso];[Hate That I Love You];5;2025-08-27
[Aline Cardoso];[Havana Affair];7;2022-05-14
[Aline Cardoso];[Have A Nice Day];9;2021-12-30
[Aline Cardoso];[Have You Ever Seen The Rain];6;2021-10-22
[Aline Cardoso];[Have a Cigar];5;2025-08-01
[Aline Cardoso];[He Can Only Hold Her];10;2024-05-02
[Aline Cardoso];[He Is Your Brother];5;2025-12-01
[Aline Cardoso];[He Wasn't];5;2025-04-02
[Aline Cardoso];[Head Over Heels];5;2025-12-04
[Aline Cardoso];[Headlong];5;2021-07-29
[Aline Cardoso];[Headsfull];5;2021-12-11
[Aline Cardoso];[Headshrinker];5;2024-07-28
[Aline Cardoso];[Heal Me];9;2021-09-05
[Aline Cardoso];[Heal the World];8;2020-08-06
[Aline Cardoso];[Heard 'Em Say];5;2020-11-17
[Aline Cardoso];[Heart-Shaped Box];5;2022-08-27
[Aline Cardoso];[Heartbreak Hotel];5;2022-07-27
[Aline Cardoso];[Heartbreaker];6;2022-04-28
[Aline Cardoso];[Heartbreaker (Live)];5;2022-03-29
[Aline Cardoso];[Heartburn];7;2023-11-21
[Aline Cardoso];[Heartless];9;2025-09-25
[Aline Cardoso];[Hearts and Bones];5;2020-11-07
[Aline Cardoso];[Heatseeker];10;2021-06-11
[Aline Cardoso];[Heaven Can Wait];5;2020-10-25
[Aline Cardoso];[Hell Hound on My Trail];5;2025-02-03
[Aline Cardoso];[Hell or High Water];9;2025-06-06
[Aline Cardoso];[Hello Heartache];5;2022-12-01
[Aline Cardoso];[Hello Old Friend];10;2024-12-31
[Aline Cardoso];[Hellraiser];7;2020-08-29
[Aline Cardoso];[Hells Bells];5;2023-04-06
[Aline Cardoso];[Help Is Round the Corner];6;2020-10-07
[Aline Cardoso];[Help The Poor];5;2023-09-25
[Aline Cardoso];[Help Yourself];9;2025-06-17
[Aline Cardoso];[Here Comes Santa Claus (Right Down Santa Claus Lane)];9;2021-02-10
[Aline Cardoso];[Here Comes The Rain Again];5;2020-08-19
[Aline Cardoso];[Here Comes the Flood];5;2022-06-23
[Aline Cardoso];[Here Comes the Night];10;2025-01-05
[Aline Cardoso];[Here Comes the Supernatural Anaesthetist];6;2020-10-12
[Aline Cardoso];[Hero of the Day];5;2023-04-22
[Aline Cardoso];[Heroes];5;2023-05-24
[Aline Cardoso];[Hey Hey];10;2021-01-15
[Aline Cardoso];[Hey Hey What Can I Do];8;2023-02-01
[Aline Cardoso];[Hey You];8;2022-07-18
[Aline Cardoso];[High Hopes];8;2023-08-18
[Aline Cardoso];[High Speed];5;2022-04-05
[Aline Cardoso];[High and Dry];5;2022-10-01
[Aline Cardoso];[Higher Ground];5;2023-03-16
[Aline Cardoso];[Highway Chile];9;2021-04-03
[Aline Cardoso];[Hit the Lights];5;2021-09-29
[Aline Cardoso];[Hit the Road Jack];5;2021-05-28
[Aline Cardoso];[Hold Up];7;2025-01-28
[Aline Cardoso];[Hollow Eyes];10;2022-06-18
[Aline Cardoso];[Holy Smoke];5;2025-04-02
[Aline Cardoso];[Home and Dry];5;2024-06-12
[Aline Cardoso];[Hometown Glory];8;2023-09-10
[Aline Cardoso];[Hometown Glory (High Contrast remix)];5;2021-10-20
[Aline Cardoso];[Honey];5;2021-10-29
[Aline Cardoso];[Honey];5;2021-08-17
[Aline Cardoso];[Honeymoon];6;2024-09-26
[Aline Cardoso];[Hot];8;2021-08-18
[Aline Cardoso];[Hot Pants];5;2023-03-18
[Aline Cardoso];[Hot Stuff];5;2022-07-13
[Aline Cardoso];[Hotter Than Hell];8;2021-08-30
[Aline Cardoso];[Hound Dog];8;2023-06-08
[Aline Cardoso];[House of Cards];5;2020-08-30
[Aline Cardoso];[House of the Risin' Sun];8;2022-01-10
[Aline Cardoso];[Houses of the Holy];6;2024-07-15
[Aline Cardoso];[How Can I Keep From Singing?];5;2023-07-01
[Aline Cardoso];[How Come You Don't Call Me];5;2022-09-12
[Aline Cardoso];[How Do You?];7;2022-08-29
[Aline Cardoso];[How Does It Feel];5;2024-03-26
[Aline Cardoso];[How Many More Times];5;2021-11-08
[Aline Cardoso];[How Sweet It Is (To Be Loved by You)];5;2020-10-23
[Aline Cardoso];[How Will I Know];6;2021-09-08
[Aline Cardoso];[How to Disappear Completely];6;2024-04-11
[Aline Cardoso];[Human Being];5;2021-12-20
[Aline Cardoso];[Hunting High and Low];5;2021-04-19
[Aline Cardoso];[Hurricane];5;2023-03-20
[Aline Cardoso];[I Always Get What I Want];8;2021-01-14
[Aline Cardoso];[I Am Mine];5;2023-01-26
[Aline Cardoso];[I Believe In Miracles];6;2025-05-12
[Aline Cardoso];[I Can't];5;2020-08-15
[Aline Cardoso];[I Can't Help It];8;2022-04-26
[Aline Cardoso];[I Can't Hold Out];5;2025-07-25
[Aline Cardoso];[I Can't Stop Loving You];6;2020-12-20
[Aline Cardoso];[I Can't Tell You Why];10;2025-12-10
[Aline Cardoso];[I Care];5;2023-05-01
[Aline Cardoso];[I Don't Believe You (She Acts Like We Never Have Met)];5;2021-12-03
[Aline Cardoso];[I Don't Care About You];5;2021-11-25
[Aline Cardoso];[I Don't Care If the Sun Don't Shine];7;2023-12-04
[Aline Cardoso];[I Don't Live Today];5;2021-11-17
[Aline Cardoso];[I Don't Remember];5;2021-12-04
[Aline Cardoso];[I Don't Wanna Cry];5;2023-09-16
[Aline Cardoso];[I Don't Wanna Stop];9;2021-06-24
[Aline Cardoso];[I Don't Want Your Love];9;2021-12-06
[Aline Cardoso];[I Dreamed a Dream];5;2024-03-02
[Aline Cardoso];[I Fall Down];5;2022-08-31
[Aline Cardoso];[I Feel Love];9;2022-11-03
[Aline Cardoso];[I Forgot to Remember to Forget];5;2022-08-03
[Aline Cardoso];[I Get It];5;2021-02-27
[Aline Cardoso];[I Get a Kick Out of You];5;2025-07-18
[Aline Cardoso];[I Got Stung];5;2021-04-14
[Aline Cardoso];[I Got Trouble];5;2024-01-13
[Aline Cardoso];[I Grieve];5;2022-09-06
[Aline Cardoso];[I Have Nothing];5;2021-02-19
[Aline Cardoso];[I Heard Love Is Blind];5;2023-07-11
[Aline Cardoso];[I Hope];6;2023-07-31
[Aline Cardoso];[I Just Want You];6;2023-08-21
[Aline Cardoso];[I Love You All];8;2025-03-14
[Aline Cardoso];[I Need A Man];10;2023-03-04
[Aline Cardoso];[I Need Your Love Tonight];5;2020-11-07
[Aline Cardoso];[I Ran Away];8;2022-05-05
[Aline Cardoso];[I Shall Be Free No. 10];5;2023-05-04
[Aline Cardoso];[I Shall Be Released];5;2021-01-05
[Aline Cardoso];[I Started A Joke];5;2022-05-10
[Aline Cardoso];[I Still Haven't Found What I'm Looking For];5;2024-01-25
[Aline Cardoso];[I Wanna Be Sedated];5;2023-04-21
[Aline Cardoso];[I Want You];5;2021-02-15
[Aline Cardoso];[I Want to Break Free];9;2024-03-10
[Aline Cardoso];[I Was Here];6;2025-02-11
[Aline Cardoso];[I Was Made for Lovin' You];5;2024-10-31
[Aline Cardoso];[I Was the One];8;2024-08-12
[Aline Cardoso];[I Will];5;2022-05-12
[Aline Cardoso];[I Will (Los Angeles Version)];5;2024-10-03
[Aline Cardoso];[I Will Always Love You];7;2025-08-12
[Aline Cardoso];[I Won't Dance];9;2023-02-19
[Aline Cardoso];[I Won't Last A Day Without You];9;2022-06-30
